runs,player,team,season,match
10,MK Pandey,Chennai Super Kings,4,501233
13,MK Pandey,Chennai Super Kings,5,548335
9,MK Pandey,Chennai Super Kings,6,598020
1,MK Pandey,Chennai Super Kings,7,733976
18,MK Pandey,Chennai Super Kings,7,734028
3,MK Pandey,Chennai Super Kings,8,829728
15,MK Pandey,Chennai Super Kings,8,829770
5,MK Tiwary,Chennai Super Kings,1,336014
9,MK Tiwary,Chennai Super Kings,2,392194
8,MK Tiwary,Chennai Super Kings,3,419118
27,MK Tiwary,Chennai Super Kings,3,419158
27,MK Tiwary,Chennai Super Kings,4,501203
15,MK Tiwary,Chennai Super Kings,4,501250
13,MK Tiwary,Chennai Super Kings,5,548352
12,MK Tiwary,Chennai Super Kings,5,548373
9,MK Tiwary,Chennai Super Kings,5,548386
13,MK Tiwary,Chennai Super Kings,6,598027
0,MK Tiwary,Chennai Super Kings,7,729298
0,MM Patel,Chennai Super Kings,2,392207
8,MN Samuels,Chennai Super Kings,5,548327
26,MN Samuels,Chennai Super Kings,5,548335
16,Mohammad Hafeez,Chennai Super Kings,1,335998
6,Mohammad Hafeez,Chennai Super Kings,1,336030
1,Mohammed Shami,Chennai Super Kings,7,729298
11,MR Marsh,Chennai Super Kings,4,501233
2,MR Marsh,Chennai Super Kings,6,598020
7,MS Bisla,Chennai Super Kings,3,419126
27,MS Bisla,Chennai Super Kings,4,501203
89,MS Bisla,Chennai Super Kings,5,548386
92,MS Bisla,Chennai Super Kings,6,598039
17,MS Bisla,Chennai Super Kings,8,829750
4,MS Gony,Chennai Super Kings,5,548316
0,MS Gony,Chennai Super Kings,6,598046
4,MV Boucher,Chennai Super Kings,1,336001
17,MV Boucher,Chennai Super Kings,1,336034
5,MV Boucher,Chennai Super Kings,2,392229
11,MV Boucher,Chennai Super Kings,3,419128
6,N Saini,Chennai Super Kings,5,548348
1,N Saini,Chennai Super Kings,5,548376
4,NJ Maddinson,Chennai Super Kings,8,829784
2,NK Patel,Chennai Super Kings,1,336045
15,NL McCullum,Chennai Super Kings,4,501231
23,NLTC Perera,Chennai Super Kings,6,598056
5,NM Coulter-Nile,Chennai Super Kings,8,829712
0,NV Ojha,Chennai Super Kings,2,392222
80,NV Ojha,Chennai Super Kings,3,419134
94,NV Ojha,Chennai Super Kings,3,419142
25,NV Ojha,Chennai Super Kings,4,501258
14,NV Ojha,Chennai Super Kings,5,548321
3,NV Ojha,Chennai Super Kings,5,548369
7,NV Ojha,Chennai Super Kings,5,548385
19,NV Ojha,Chennai Super Kings,7,734034
15,NV Ojha,Chennai Super Kings,8,829716
20,NV Ojha,Chennai Super Kings,8,829778
5,OA Shah,Chennai Super Kings,3,419118
3,OA Shah,Chennai Super Kings,4,501266
52,OA Shah,Chennai Super Kings,5,548337
1,P Awana,Chennai Super Kings,6,598012
5,P Dogra,Chennai Super Kings,3,419134
6,P Kumar,Chennai Super Kings,1,336001
21,P Kumar,Chennai Super Kings,1,336034
0,P Kumar,Chennai Super Kings,2,392190
12,P Kumar,Chennai Super Kings,2,392229
6,P Kumar,Chennai Super Kings,5,548348
3,P Kumar,Chennai Super Kings,6,598012
1,P Kumar,Chennai Super Kings,7,734050
8,P Negi,Chennai Super Kings,5,548385
34,PA Patel,Chennai Super Kings,4,501220
6,PA Patel,Chennai Super Kings,4,501266
20,PA Patel,Chennai Super Kings,5,548316
1,PA Patel,Chennai Super Kings,5,548357
44,PA Patel,Chennai Super Kings,6,598056
10,PA Patel,Chennai Super Kings,7,734018
0,PA Patel,Chennai Super Kings,8,829734
45,PA Patel,Chennai Super Kings,8,829794
35,PA Patel,Chennai Super Kings,8,829822
0,PA Patel,Chennai Super Kings,8,829828
2,Parvez Rasool,Chennai Super Kings,8,829716
120,PC Valthaty,Chennai Super Kings,4,501211
0,PJ Cummins,Chennai Super Kings,8,829770
0,PJ Sangwan,Chennai Super Kings,2,392211
17,PP Chawla,Chennai Super Kings,1,336018
12,PP Chawla,Chennai Super Kings,1,336044
4,PP Chawla,Chennai Super Kings,2,392239
8,PP Chawla,Chennai Super Kings,3,419126
0,PP Chawla,Chennai Super Kings,5,548348
4,PP Chawla,Chennai Super Kings,6,598012
1,PP Chawla,Chennai Super Kings,7,733976
0,PP Chawla,Chennai Super Kings,8,829770
1,PP Ojha,Chennai Super Kings,1,336042
0,PP Ojha,Chennai Super Kings,2,392214
1,PP Ojha,Chennai Super Kings,3,419168
0,PP Ojha,Chennai Super Kings,6,598075
1,PP Ojha,Chennai Super Kings,6,598078
1,PP Ojha,Chennai Super Kings,7,734050
2,PV Tambe,Chennai Super Kings,7,729302
1,PV Tambe,Chennai Super Kings,8,829802
4,Q de Kock,Chennai Super Kings,6,598035
24,Q de Kock,Chennai Super Kings,7,733986
3,Q de Kock,Chennai Super Kings,8,829806
2,R Bhatia,Chennai Super Kings,2,392211
21,R Bhatia,Chennai Super Kings,3,419121
0,R Bhatia,Chennai Super Kings,4,501203
1,R Bhatia,Chennai Super Kings,5,548373
1,R Bhatia,Chennai Super Kings,6,598027
23,R Bhatia,Chennai Super Kings,7,729302
7,R Bhatia,Chennai Super Kings,7,734008
0,R Bhatia,Chennai Super Kings,8,829802
0,R Bishnoi,Chennai Super Kings,2,392190
3,R Dhawan,Chennai Super Kings,6,598078
25,R Dhawan,Chennai Super Kings,8,829814
0,R Dravid,Chennai Super Kings,1,336001
47,R Dravid,Chennai Super Kings,1,336034
20,R Dravid,Chennai Super Kings,2,392190
8,R Dravid,Chennai Super Kings,2,392229
44,R Dravid,Chennai Super Kings,2,392243
14,R Dravid,Chennai Super Kings,3,419128
66,R Dravid,Chennai Super Kings,4,501245
20,R Dravid,Chennai Super Kings,4,501254
26,R Dravid,Chennai Super Kings,5,548337
4,R Dravid,Chennai Super Kings,5,548366
6,R Dravid,Chennai Super Kings,6,598031
22,R Dravid,Chennai Super Kings,6,598063
1,R McLaren,Chennai Super Kings,3,419130
1,R McLaren,Chennai Super Kings,3,419147
0,R Rampaul,Chennai Super Kings,6,598017
5,R Sathish,Chennai Super Kings,3,419130
4,R Sathish,Chennai Super Kings,3,419147
0,R Sathish,Chennai Super Kings,4,501226
8,R Sathish,Chennai Super Kings,6,598012
0,R Sathish,Chennai Super Kings,6,598046
1,R Sharma,Chennai Super Kings,4,501231
0,R Sharma,Chennai Super Kings,6,598043
0,R Vinay Kumar,Chennai Super Kings,1,336034
5,R Vinay Kumar,Chennai Super Kings,2,392190
6,R Vinay Kumar,Chennai Super Kings,2,392229
6,R Vinay Kumar,Chennai Super Kings,5,548323
0,R Vinay Kumar,Chennai Super Kings,8,829734
0,RA Jadeja,Chennai Super Kings,1,336045
18,RA Jadeja,Chennai Super Kings,2,392207
27,RA Jadeja,Chennai Super Kings,2,392222
16,RA Jadeja,Chennai Super Kings,4,501220
19,RA Jadeja,Chennai Super Kings,4,501266
50,RE Levi,Chennai Super Kings,5,548311
3,RE van der Merwe,Chennai Super Kings,2,392229
2,RE van der Merwe,Chennai Super Kings,2,392243
14,RE van der Merwe,Chennai Super Kings,6,598067
23,RG Sharma,Chennai Super Kings,1,336012
18,RG Sharma,Chennai Super Kings,2,392201
21,RG Sharma,Chennai Super Kings,2,392214
19,RG Sharma,Chennai Super Kings,3,419115
8,RG Sharma,Chennai Super Kings,3,419152
2,RG Sharma,Chennai Super Kings,3,419168
87,RG Sharma,Chennai Super Kings,4,501226
0,RG Sharma,Chennai Super Kings,5,548311
60,RG Sharma,Chennai Super Kings,5,548360
14,RG Sharma,Chennai Super Kings,5,548384
8,RG Sharma,Chennai Super Kings,6,598007
39,RG Sharma,Chennai Super Kings,6,598051
8,RG Sharma,Chennai Super Kings,6,598075
2,RG Sharma,Chennai Super Kings,6,598078
50,RG Sharma,Chennai Super Kings,7,729308
19,RG Sharma,Chennai Super Kings,7,734000
20,RG Sharma,Chennai Super Kings,7,734050
50,RG Sharma,Chennai Super Kings,8,829734
18,RG Sharma,Chennai Super Kings,8,829794
19,RG Sharma,Chennai Super Kings,8,829822
50,RG Sharma,Chennai Super Kings,8,829828
1,RJ Harris,Chennai Super Kings,2,392214
15,RJ Harris,Chennai Super Kings,3,419168
0,RJ Harris,Chennai Super Kings,6,598012
0,RJ Peterson,Chennai Super Kings,5,548360
16,RJ Quiney,Chennai Super Kings,2,392207
38,RN ten Doeschate,Chennai Super Kings,8,829770
10,RP Singh,Chennai Super Kings,1,336042
2,RP Singh,Chennai Super Kings,2,392214
0,RP Singh,Chennai Super Kings,3,419168
1,RP Singh,Chennai Super Kings,5,548360
1,RP Singh,Chennai Super Kings,5,548384
0,RR Bhatkal,Chennai Super Kings,5,548323
28,RR Powar,Chennai Super Kings,1,336044
7,RR Powar,Chennai Super Kings,2,392239
2,RR Powar,Chennai Super Kings,3,419126
1,RR Rossouw,Chennai Super Kings,7,734040
14,RR Rossouw,Chennai Super Kings,8,829750
20,RR Sarwan,Chennai Super Kings,1,336018
1,RS Bopara,Chennai Super Kings,3,419126
22,RS Bopara,Chennai Super Kings,8,829716
2,RS Gavaskar,Chennai Super Kings,3,419118
0,RT Ponting,Chennai Super Kings,1,335998
6,RT Ponting,Chennai Super Kings,6,598007
43,RV Uthappa,Chennai Super Kings,1,335994
16,RV Uthappa,Chennai Super Kings,1,336023
20,RV Uthappa,Chennai Super Kings,2,392190
6,RV Uthappa,Chennai Super Kings,2,392229
68,RV Uthappa,Chennai Super Kings,3,419128
21,RV Uthappa,Chennai Super Kings,3,419138
0,RV Uthappa,Chennai Super Kings,4,501231
31,RV Uthappa,Chennai Super Kings,4,501233
10,RV Uthappa,Chennai Super Kings,5,548327
8,RV Uthappa,Chennai Super Kings,5,548335
26,RV Uthappa,Chennai Super Kings,6,598020
10,RV Uthappa,Chennai Super Kings,6,598043
47,RV Uthappa,Chennai Super Kings,7,733976
67,RV Uthappa,Chennai Super Kings,7,734028
80,RV Uthappa,Chennai Super Kings,8,829728
39,RV Uthappa,Chennai Super Kings,8,829770
0,S Aravind,Chennai Super Kings,8,829826
19,S Dhawan,Chennai Super Kings,1,336006
59,S Dhawan,Chennai Super Kings,1,336014
22,S Dhawan,Chennai Super Kings,2,392186
56,S Dhawan,Chennai Super Kings,3,419130
16,S Dhawan,Chennai Super Kings,3,419147
0,S Dhawan,Chennai Super Kings,3,419170
19,S Dhawan,Chennai Super Kings,4,501241
21,S Dhawan,Chennai Super Kings,5,548316
36,S Dhawan,Chennai Super Kings,5,548357
63,S Dhawan,Chennai Super Kings,6,598035
3,S Dhawan,Chennai Super Kings,6,598056
7,S Dhawan,Chennai Super Kings,7,729316
64,S Dhawan,Chennai Super Kings,7,734034
26,S Dhawan,Chennai Super Kings,8,829716
37,S Dhawan,Chennai Super Kings,8,829778
7,S Kaul,Chennai Super Kings,6,598067
2,S Nadeem,Chennai Super Kings,6,598025
3,S Nadeem,Chennai Super Kings,7,729298
2,S Narwal,Chennai Super Kings,3,419134
1,S Rana,Chennai Super Kings,7,734018
5,S Rana,Chennai Super Kings,7,734040
2,S Sohal,Chennai Super Kings,2,392219
3,S Sohal,Chennai Super Kings,2,392239
56,S Sohal,Chennai Super Kings,4,501241
0,S Sreesanth,Chennai Super Kings,1,336044
32,SA Asnodkar,Chennai Super Kings,1,336010
41,SA Asnodkar,Chennai Super Kings,1,336038
28,SA Asnodkar,Chennai Super Kings,1,336045
3,SA Asnodkar,Chennai Super Kings,2,392207
26,SA Asnodkar,Chennai Super Kings,2,392222
8,SA Yadav,Chennai Super Kings,7,733976
2,SA Yadav,Chennai Super Kings,8,829728
16,SA Yadav,Chennai Super Kings,8,829770
73,Salman Butt,Chennai Super Kings,1,336030
1,Sandeep Sharma,Chennai Super Kings,8,829758
36,SB Styris,Chennai Super Kings,1,336012
20,SB Styris,Chennai Super Kings,1,336042
12,SC Ganguly,Chennai Super Kings,1,335998
2,SC Ganguly,Chennai Super Kings,1,336030
4,SC Ganguly,Chennai Super Kings,2,392236
11,SC Ganguly,Chennai Super Kings,3,419118
10,SC Ganguly,Chennai Super Kings,3,419158
16,SC Ganguly,Chennai Super Kings,5,548327
24,SC Ganguly,Chennai Super Kings,5,548335
11,SD Chitnis,Chennai Super Kings,5,548376
1,SE Bond,Chennai Super Kings,3,419118
58,SE Marsh,Chennai Super Kings,1,336018
23,SE Marsh,Chennai Super Kings,1,336044
88,SE Marsh,Chennai Super Kings,3,419164
12,SE Marsh,Chennai Super Kings,4,501211
32,SE Marsh,Chennai Super Kings,5,548348
73,SE Marsh,Chennai Super Kings,6,598046
10,SE Marsh,Chennai Super Kings,8,829758
20,Shahid Afridi,Chennai Super Kings,1,336012
1,Shahid Afridi,Chennai Super Kings,1,336042
11,Shakib Al Hasan,Chennai Super Kings,5,548386
0,Shakib Al Hasan,Chennai Super Kings,7,733976
46,Shakib Al Hasan,Chennai Super Kings,7,734028
1,Shoaib Ahmed,Chennai Super Kings,2,392214
2,Shoaib Malik,Chennai Super Kings,1,336014
9,SK Warne,Chennai Super Kings,1,336045
1,SK Warne,Chennai Super Kings,2,392207
21,SK Warne,Chennai Super Kings,2,392222
0,SK Warne,Chennai Super Kings,4,501254
1,SL Malinga,Chennai Super Kings,3,419170
0,SL Malinga,Chennai Super Kings,5,548360
17,SL Malinga,Chennai Super Kings,5,548384
0,SL Malinga,Chennai Super Kings,6,598075
0,SL Malinga,Chennai Super Kings,6,598078
6,SM Harwood,Chennai Super Kings,2,392222
21,SM Katich,Chennai Super Kings,1,335988
50,SM Katich,Chennai Super Kings,2,392219
8,SM Katich,Chennai Super Kings,2,392239
17,SM Pollock,Chennai Super Kings,1,335994
7,SMSM Senanayake,Chennai Super Kings,6,598027
11,SN Khan,Chennai Super Kings,8,829750
8,SN Khan,Chennai Super Kings,8,829784
31,SN Khan,Chennai Super Kings,8,829826
9,Sohail Tanvir,Chennai Super Kings,1,336045
10,SP Goswami,Chennai Super Kings,1,336034
13,SP Narine,Chennai Super Kings,6,598027
1,SP Narine,Chennai Super Kings,7,733976
44,SPD Smith,Chennai Super Kings,5,548327
23,SPD Smith,Chennai Super Kings,5,548335
39,SPD Smith,Chennai Super Kings,6,598020
35,SPD Smith,Chennai Super Kings,6,598043
19,SPD Smith,Chennai Super Kings,7,729302
9,SPD Smith,Chennai Super Kings,7,734008
6,SPD Smith,Chennai Super Kings,8,829740
4,SPD Smith,Chennai Super Kings,8,829802
12,SR Tendulkar,Chennai Super Kings,1,336023
59,SR Tendulkar,Chennai Super Kings,2,392186
11,SR Tendulkar,Chennai Super Kings,2,392232
72,SR Tendulkar,Chennai Super Kings,3,419130
45,SR Tendulkar,Chennai Super Kings,3,419147
48,SR Tendulkar,Chennai Super Kings,3,419170
5,SR Tendulkar,Chennai Super Kings,4,501226
16,SR Tendulkar,Chennai Super Kings,5,548311
74,SR Tendulkar,Chennai Super Kings,5,548360
11,SR Tendulkar,Chennai Super Kings,5,548384
0,SR Tendulkar,Chennai Super Kings,6,598007
15,SR Tendulkar,Chennai Super Kings,6,598051
14,SR Watson,Chennai Super Kings,1,336010
28,SR Watson,Chennai Super Kings,1,336045
60,SR Watson,Chennai Super Kings,3,419142
32,SR Watson,Chennai Super Kings,4,501245
11,SR Watson,Chennai Super Kings,4,501254
5,SR Watson,Chennai Super Kings,5,548366
101,SR Watson,Chennai Super Kings,6,598031
70,SR Watson,Chennai Super Kings,6,598063
7,SR Watson,Chennai Super Kings,7,729302
51,SR Watson,Chennai Super Kings,7,734008
73,SR Watson,Chennai Super Kings,8,829740
28,SR Watson,Chennai Super Kings,8,829802
7,SS Iyer,Chennai Super Kings,8,829712
70,SS Iyer,Chennai Super Kings,8,829806
2,SS Tiwary,Chennai Super Kings,3,419130
14,SS Tiwary,Chennai Super Kings,3,419147
0,SS Tiwary,Chennai Super Kings,3,419170
14,SS Tiwary,Chennai Super Kings,4,501216
13,SS Tiwary,Chennai Super Kings,4,501271
9,SS Tiwary,Chennai Super Kings,4,501273
42,SS Tiwary,Chennai Super Kings,4,501276
8,SS Tiwary,Chennai Super Kings,5,548323
20,ST Jayasuriya,Chennai Super Kings,1,335994
114,ST Jayasuriya,Chennai Super Kings,1,336023
26,ST Jayasuriya,Chennai Super Kings,2,392186
30,ST Jayasuriya,Chennai Super Kings,2,392232
7,STR Binny,Chennai Super Kings,4,501245
27,STR Binny,Chennai Super Kings,5,548366
36,STR Binny,Chennai Super Kings,6,598031
41,STR Binny,Chennai Super Kings,6,598063
8,STR Binny,Chennai Super Kings,7,729302
22,STR Binny,Chennai Super Kings,7,734008
0,Sunny Gupta,Chennai Super Kings,5,548385
20,Sunny Singh,Chennai Super Kings,4,501211
0,SV Samson,Chennai Super Kings,6,598063
16,SV Samson,Chennai Super Kings,7,729302
26,SV Samson,Chennai Super Kings,8,829802
1,SW Tait,Chennai Super Kings,3,419134
3,T Kohli,Chennai Super Kings,1,336038
4,TG Southee,Chennai Super Kings,7,729302
17,TL Suman,Chennai Super Kings,2,392214
10,TL Suman,Chennai Super Kings,3,419115
55,TL Suman,Chennai Super Kings,3,419152
4,TL Suman,Chennai Super Kings,3,419168
0,TL Suman,Chennai Super Kings,6,598043
50,TM Dilshan,Chennai Super Kings,2,392194
13,TM Dilshan,Chennai Super Kings,2,392211
15,TM Dilshan,Chennai Super Kings,3,419121
1,TM Dilshan,Chennai Super Kings,3,419160
0,TM Dilshan,Chennai Super Kings,4,501216
0,U Kaul,Chennai Super Kings,1,336018
16,UBT Chand,Chennai Super Kings,6,598067
0,UT Yadav,Chennai Super Kings,1,336042
1,UT Yadav,Chennai Super Kings,5,548385
1,UT Yadav,Chennai Super Kings,6,598025
12,UT Yadav,Chennai Super Kings,6,598067
0,UT Yadav,Chennai Super Kings,8,829770
12,V Kohli,Chennai Super Kings,1,336001
10,V Kohli,Chennai Super Kings,1,336034
11,V Kohli,Chennai Super Kings,2,392190
38,V Kohli,Chennai Super Kings,2,392229
24,V Kohli,Chennai Super Kings,2,392243
24,V Kohli,Chennai Super Kings,3,419128
34,V Kohli,Chennai Super Kings,3,419138
35,V Kohli,Chennai Super Kings,4,501216
31,V Kohli,Chennai Super Kings,4,501271
70,V Kohli,Chennai Super Kings,4,501273
35,V Kohli,Chennai Super Kings,4,501276
57,V Kohli,Chennai Super Kings,5,548323
58,V Kohli,Chennai Super Kings,6,598017
56,V Kohli,Chennai Super Kings,6,598073
27,V Kohli,Chennai Super Kings,7,734018
73,V Kohli,Chennai Super Kings,7,734040
51,V Kohli,Chennai Super Kings,8,829750
48,V Kohli,Chennai Super Kings,8,829784
12,V Kohli,Chennai Super Kings,8,829826
71,V Sehwag,Chennai Super Kings,1,336006
23,V Sehwag,Chennai Super Kings,1,336014
6,V Sehwag,Chennai Super Kings,2,392194
74,V Sehwag,Chennai Super Kings,3,419121
4,V Sehwag,Chennai Super Kings,3,419160
33,V Sehwag,Chennai Super Kings,5,548321
4,V Sehwag,Chennai Super Kings,5,548369
1,V Sehwag,Chennai Super Kings,5,548385
17,V Sehwag,Chennai Super Kings,6,598025
0,V Sehwag,Chennai Super Kings,6,598067
19,V Sehwag,Chennai Super Kings,7,729288
30,V Sehwag,Chennai Super Kings,7,733992
122,V Sehwag,Chennai Super Kings,7,734052
1,V Sehwag,Chennai Super Kings,8,829758
13,VH Zol,Chennai Super Kings,7,734040
0,VR Aaron,Chennai Super Kings,5,548385
0,VRV Singh,Chennai Super Kings,1,336018
4,VVS Laxman,Chennai Super Kings,2,392201
0,VVS Laxman,Chennai Super Kings,2,392214
12,VVS Laxman,Chennai Super Kings,3,419115
50,W Jaffer,Chennai Super Kings,1,336001
25,WA Mota,Chennai Super Kings,1,336044
5,WA Mota,Chennai Super Kings,2,392239
27,WP Saha,Chennai Super Kings,1,335998
15,WP Saha,Chennai Super Kings,1,336030
25,WP Saha,Chennai Super Kings,2,392236
22,WP Saha,Chennai Super Kings,3,419118
1,WP Saha,Chennai Super Kings,3,419158
6,WP Saha,Chennai Super Kings,7,734052
15,WP Saha,Chennai Super Kings,8,829758
15,WP Saha,Chennai Super Kings,8,829814
10,X Thalaivan Sargunam,Chennai Super Kings,6,598035
19,Y Gnaneswara Rao,Chennai Super Kings,4,501266
1,Y Nagar,Chennai Super Kings,4,501258
44,Y Nagar,Chennai Super Kings,5,548369
46,Y Venugopal Rao,Chennai Super Kings,1,336042
2,Y Venugopal Rao,Chennai Super Kings,2,392214
30,Y Venugopal Rao,Chennai Super Kings,4,501258
27,Y Venugopal Rao,Chennai Super Kings,5,548369
10,Y Venugopal Rao,Chennai Super Kings,5,548385
13,Y Venugopal Rao,Chennai Super Kings,7,729316
4,Y Venugopal Rao,Chennai Super Kings,7,734034
8,YK Pathan,Chennai Super Kings,1,336010
6,YK Pathan,Chennai Super Kings,1,336038
56,YK Pathan,Chennai Super Kings,1,336045
5,YK Pathan,Chennai Super Kings,2,392207
7,YK Pathan,Chennai Super Kings,2,392222
8,YK Pathan,Chennai Super Kings,3,419134
4,YK Pathan,Chennai Super Kings,3,419142
11,YK Pathan,Chennai Super Kings,4,501203
12,YK Pathan,Chennai Super Kings,5,548352
11,YK Pathan,Chennai Super Kings,5,548373
1,YK Pathan,Chennai Super Kings,5,548386
25,YK Pathan,Chennai Super Kings,6,598027
3,YK Pathan,Chennai Super Kings,6,598039
41,YK Pathan,Chennai Super Kings,7,733976
13,YK Pathan,Chennai Super Kings,8,829770
23,Yuvraj Singh,Chennai Super Kings,1,335988
2,Yuvraj Singh,Chennai Super Kings,1,336018
4,Yuvraj Singh,Chennai Super Kings,1,336044
58,Yuvraj Singh,Chennai Super Kings,2,392219
6,Yuvraj Singh,Chennai Super Kings,2,392239
47,Yuvraj Singh,Chennai Super Kings,3,419126
1,Yuvraj Singh,Chennai Super Kings,3,419164
34,Yuvraj Singh,Chennai Super Kings,4,501231
62,Yuvraj Singh,Chennai Super Kings,4,501233
5,Yuvraj Singh,Chennai Super Kings,6,598043
13,Yuvraj Singh,Chennai Super Kings,7,734018
25,Yuvraj Singh,Chennai Super Kings,7,734040
9,Yuvraj Singh,Chennai Super Kings,8,829712
32,Yuvraj Singh,Chennai Super Kings,8,829806
19,YV Takawale,Chennai Super Kings,7,734040
8,Z Khan,Chennai Super Kings,1,336001
2,Z Khan,Chennai Super Kings,2,392186
1,Z Khan,Chennai Super Kings,3,419170
21,Z Khan,Chennai Super Kings,4,501276
7,Z Khan,Chennai Super Kings,7,729308
0,A Chandila,Deccan Chargers,5,548378
24,A Chopra,Deccan Chargers,1,336019
11,A Chopra,Deccan Chargers,2,392189
1,A Kumble,Deccan Chargers,2,392193
1,A Kumble,Deccan Chargers,2,392244
2,A Kumble,Deccan Chargers,3,419156
2,A Mishra,Deccan Chargers,2,392228
0,A Mishra,Deccan Chargers,2,392242
0,A Mishra,Deccan Chargers,3,419125
4,A Mishra,Deccan Chargers,3,419165
22,A Nehra,Deccan Chargers,3,419165
44,A Symonds,Deccan Chargers,4,501229
8,A Symonds,Deccan Chargers,4,501261
11,AA Jhunjhunwala,Deccan Chargers,3,419146
7,AB Agarkar,Deccan Chargers,2,392189
8,AB Agarkar,Deccan Chargers,3,419140
7,AB Barath,Deccan Chargers,3,419122
5,AB de Villiers,Deccan Chargers,2,392206
44,AB de Villiers,Deccan Chargers,2,392228
26,AB de Villiers,Deccan Chargers,2,392242
27,AB de Villiers,Deccan Chargers,3,419125
0,AB de Villiers,Deccan Chargers,4,501213
47,AB de Villiers,Deccan Chargers,5,548361
4,AB de Villiers,Deccan Chargers,5,548381
2,AB Dinda,Deccan Chargers,2,392189
1,AC Blizzard,Deccan Chargers,4,501261
61,AC Gilchrist,Deccan Chargers,4,501217
51,AC Gilchrist,Deccan Chargers,4,501269
12,AC Thomas,Deccan Chargers,5,548346
65,AD Mathews,Deccan Chargers,3,419111
4,AD Mathews,Deccan Chargers,3,419140
20,AG Paunikar,Deccan Chargers,4,501204
0,AJ Finch,Deccan Chargers,4,501221
0,AJ Finch,Deccan Chargers,4,501248
22,AL Menaria,Deccan Chargers,5,548331
20,AL Menaria,Deccan Chargers,5,548378
34,AM Nayar,Deccan Chargers,1,335999
38,AM Nayar,Deccan Chargers,1,336029
10,AM Nayar,Deccan Chargers,2,392197
1,AM Nayar,Deccan Chargers,2,392217
